"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Jobs within 45 Minutes Auto Travel Time","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","d5ar","TimeFrame","GeoVintage","Source","Location"
"Block Group","060014010003","CA","060014010003","=""060014010003""","224538","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014010004","CA","060014010004","=""060014010004""","216081","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014010005","CA","060014010005","=""060014010005""","228131","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014010006","CA","060014010006","=""060014010006""","215794","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014011001","CA","060014011001","=""060014011001""","225374","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014011002","CA","060014011002","=""060014011002""","219215","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014011003","CA","060014011003","=""060014011003""","197758","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014011004","CA","060014011004","=""060014011004""","224459","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014012001","CA","060014012001","=""060014012001""","206964","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014012002","CA","060014012002","=""060014012002""","192146","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014012003","CA","060014012003","=""060014012003""","193044","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014013001","CA","060014013001","=""060014013001""","219958","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014013002","CA","060014013002","=""060014013002""","233740","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014013003","CA","060014013003","=""060014013003""","218541","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014014001","CA","060014014001","=""060014014001""","224835","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014014002","CA","060014014002","=""060014014002""","212308","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014014003","CA","060014014003","=""060014014003""","229608","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014015001","CA","060014015001","=""060014015001""","227785","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014015002","CA","060014015002","=""060014015002""","216016","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014015003","CA","060014015003","=""060014015003""","199908","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014016001","CA","060014016001","=""060014016001""","201735","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014016002","CA","060014016002","=""060014016002""","212341","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014017001","CA","060014017001","=""060014017001""","198448","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014017002","CA","060014017002","=""060014017002""","212732","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014017003","CA","060014017003","=""060014017003""","249418","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014018001","CA","060014018001","=""060014018001""","206109","2021","2010","EPA Smart Location Database","California (State)"
