"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Pct. of People Walking to Work","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","ptranw","TimeFrame","GeoVintage","Source","Location"
"Block Group","040190047172","AZ","040190047172","=""040190047172""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047181","AZ","040190047181","=""040190047181""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047182","AZ","040190047182","=""040190047182""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047201","AZ","040190047201","=""040190047201""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047211","AZ","040190047211","=""040190047211""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047212","AZ","040190047212","=""040190047212""","2.78","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047213","AZ","040190047213","=""040190047213""","1.49","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047221","AZ","040190047221","=""040190047221""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047222","AZ","040190047222","=""040190047222""","6.12","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047231","AZ","040190047231","=""040190047231""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047232","AZ","040190047232","=""040190047232""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047233","AZ","040190047233","=""040190047233""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047234","AZ","040190047234","=""040190047234""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047241","AZ","040190047241","=""040190047241""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047242","AZ","040190047242","=""040190047242""","0.15","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047251","AZ","040190047251","=""040190047251""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047252","AZ","040190047252","=""040190047252""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047261","AZ","040190047261","=""040190047261""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047262","AZ","040190047262","=""040190047262""","2.11","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047263","AZ","040190047263","=""040190047263""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047271","AZ","040190047271","=""040190047271""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047272","AZ","040190047272","=""040190047272""","1.33","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047281","AZ","040190047281","=""040190047281""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047282","AZ","040190047282","=""040190047282""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047283","AZ","040190047283","=""040190047283""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047291","AZ","040190047291","=""040190047291""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047292","AZ","040190047292","=""040190047292""","1.94","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047301","AZ","040190047301","=""040190047301""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190047302","AZ","040190047302","=""040190047302""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190052001","AZ","040190052001","=""040190052001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190052002","AZ","040190052002","=""040190052002""","8.01","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190052003","AZ","040190052003","=""040190052003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190052004","AZ","040190052004","=""040190052004""","5.88","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190053001","AZ","040190053001","=""040190053001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190053002","AZ","040190053002","=""040190053002""","0.82","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190054001","AZ","040190054001","=""040190054001""","1.82","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190054002","AZ","040190054002","=""040190054002""","16.67","2019-2023","2022","Census","Arizona (State)"
"Block Group","040190054003","AZ","040190054003","=""040190054003""","1.76","2019-2023","2022","Census","Arizona (State)"
"Block Group","040199408001","AZ","040199408001","=""040199408001""","18.15","2019-2023","2022","Census","Arizona (State)"
"Block Group","040199408002","AZ","040199408002","=""040199408002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040199408003","AZ","040199408003","=""040199408003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040199409001","AZ","040199409001","=""040199409001""","2.15","2019-2023","2022","Census","Arizona (State)"
"Block Group","040199410001","AZ","040199410001","=""040199410001""","8.07","2019-2023","2022","Census","Arizona (State)"
"Block Group","040199410002","AZ","040199410002","=""040199410002""","2.37","2019-2023","2022","Census","Arizona (State)"
"Block Group","040199411001","AZ","040199411001","=""040199411001""","16.13","2019-2023","2022","Census","Arizona (State)"
"Block Group","040199800011","AZ","040199800011","=""040199800011""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040199800021","AZ","040199800021","=""040199800021""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040199801001","AZ","040199801001","=""040199801001""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040199802001","AZ","040199802001","=""040199802001""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040199803001","AZ","040199803001","=""040199803001""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040199804001","AZ","040199804001","=""040199804001""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040210002011","AZ","040210002011","=""040210002011""","1.19","2019-2023","2022","Census","Arizona (State)"
